Index,Time,((moto_yaw)->Moto_Measure).moment,((moto_yaw)->Moto_Measure).speed_rpm,((referee_data)->PowerHeatData).chassis_power
4805,4.805762,-45,0,0.486521244
4806,4.806703,14,0,0.486521244
4807,4.807690,14,0,0.4687168
4808,4.808961,21,0,0.4687168
4809,4.809762,21,0,0.4687168
4810,4.810624,21,0,0.4687168
4811,4.811908,21,0,0.4687168
4812,4.812709,-11,0,0.4687168
4813,4.813953,-11,0,0.4687168
4814,4.814754,14,0,0.4687168
4815,4.815623,14,0,0.4687168
4816,4.817075,-52,0,0.4687168
4817,4.817953,-45,0,0.4687168
4818,4.818754,-45,0,0.4687168
4819,4.819702,-45,0,0.4687168
4820,4.820684,-120,0,0.4687168
4821,4.821953,21,0,0.4687168
4822,4.822754,21,0,0.4687168
4823,4.824001,14,0,0.474087268
4824,4.824889,14,0,0.474087268
4825,4.825690,14,0,0.474087268
4826,4.826939,7,0,0.474087268
4827,4.827740,-52,0,0.474087268
4828,4.828992,-52,0,0.474087268
4829,4.829889,-52,0,0.474087268
4830,4.830690,-52,0,0.474087268
4831,4.832014,-59,0,0.474087268
4832,4.832902,-59,0,0.474087268
4833,4.833790,-52,0,0.474087268
4834,4.834678,-52,0,0.474087268
4835,4.835952,14,0,0.474087268
4836,4.836754,14,0,0.474087268
4837,4.837623,14,0,0.474087268
4838,4.838897,-59,0,0.474087268
4839,4.839698,7,0,0.474087268
4840,4.840947,7,0,0.474087268
4841,4.841749,14,0,0.474087268
4842,4.843000,14,0,0.474087268
4843,4.843889,-45,0,0.474087268
4844,4.844690,-45,0,0.474087268
4845,4.845659,88,0,0.474087268
4846,4.847040,88,0,0.469731748
4847,4.847926,-52,0,0.469731748
4848,4.848727,-52,0,0.469731748
4849,4.849966,-45,0,0.469731748
4850,4.850767,-45,0,0.469731748
4851,4.851636,28,0,0.469731748
4852,4.852911,28,0,0.469731748
4853,4.853712,156,0,0.469731748
4854,4.854961,156,0,0.469731748
4855,4.855762,-52,0,0.469731748
4856,4.856624,-52,0,0.469731748
4857,4.857903,14,0,0.469731748
4858,4.858783,14,0,0.469731748
4859,4.859668,-59,0,0.469731748
4860,4.860666,-59,0,0.469731748
4861,4.861940,14,0,0.469731748
4862,4.862741,14,0,0.469731748
4863,4.863987,-52,0,0.469731748
4864,4.864789,-52,0,0.486882299
4865,4.865651,75,0,0.486882299
4866,4.866912,75,0,0.486882299
4867,4.867713,14,0,0.486882299
4868,4.868966,14,0,0.486882299
4869,4.869767,-52,0,0.486882299
4870,4.870636,-52,0,0.486882299
4871,4.871998,-52,0,0.486882299
4872,4.872980,-52,0,0.486882299
4873,4.873781,-45,0,0.486882299
4874,4.874817,-45,0,0.486882299
4875,4.875703,75,0,0.486882299
4876,4.876733,75,0,0.486882299
4877,4.877757,14,0,0.486882299
4878,4.878646,14,0,0.486882299
4879,4.879670,14,0,0.486882299
4880,4.880934,14,0,0.486882299
4881,4.882026,-45,0,0.486882299
4882,4.882912,-45,0,0.486882299
4883,4.883942,-52,0,0.479333848
4884,4.885003,-52,0,0.479333848
4885,4.885889,21,0,0.479333848
4886,4.886765,21,0,0.479333848
4887,4.887646,7,0,0.479333848
4888,4.889019,7,0,0.479333848
4889,4.890088,14,0,0.479333848
4890,4.891110,14,0,0.479333848
4891,4.891998,21,0,0.479333848
4892,4.893088,21,0,0.479333848
4893,4.893966,7,0,0.479333848
4894,4.894767,7,0,0.479333848
4895,4.895636,-52,0,0.479333848
4896,4.896911,-52,0,0.479333848
4897,4.897712,-45,0,0.479333848
4898,4.898960,-45,0,0.479333848
4899,4.899934,-6,0,0.479333848
4900,4.900735,-6,0,0.479333848
4901,4.901690,88,0,0.479333848
4902,4.902974,88,0,0.479333848
4903,4.903775,-59,0,0.479333848
4904,4.904633,-59,0,0.475737929
4905,4.905903,14,0,0.475737929
4906,4.906704,14,0,0.475737929
4907,4.907952,-52,0,0.475737929
4908,4.908754,-52,0,0.475737929
4909,4.909623,88,0,0.475737929
4910,4.910897,88,0,0.475737929
4911,4.911698,-45,0,0.475737929
4912,4.912648,-45,0,0.475737929
4913,4.914020,-52,0,0.475737929
4914,4.914911,-52,0,0.475737929
4915,4.915712,14,0,0.475737929
4916,4.916961,14,0,0.475737929
4917,4.917762,-59,0,0.475737929
4918,4.918624,-59,0,0.475737929
4919,4.919903,21,0,0.475737929
4920,4.920704,21,0,0.475737929
4921,4.921959,-59,0,0.475737929
4922,4.922760,-59,0,0.475737929
4923,4.923623,14,0,0.475737929
4924,4.924897,14,0,0.466633677
4925,4.925765,7,0,0.466633677
4926,4.926646,7,0,0.466633677
4927,4.928006,14,0,0.466633677
4928,4.928897,14,0,0.466633677
4929,4.929698,21,0,0.466633677
4930,4.931103,14,0,0.466633677
4931,4.931984,14,0,0.466633677
4932,4.932786,14,0,0.466633677
4933,4.933655,14,0,0.466633677
4934,4.934921,14,0,0.466633677
4935,4.935722,14,0,0.466633677
4936,4.936974,14,0,0.466633677
4937,4.937775,-52,0,0.466633677
4938,4.938633,-52,0,0.466633677
4939,4.939992,-120,0,0.466633677
4940,4.940964,14,0,0.466633677
4941,4.941765,14,0,0.466633677
4942,4.942630,14,0,0.466633677
4943,4.943903,14,0,0.466633677
4944,4.944704,14,0,0.466633677
4945,4.945953,14,0,0.466633677
4946,4.946754,14,0,0.466633677
4947,4.947623,14,0,0.489069253
4948,4.948897,14,0,0.489069253
4949,4.949698,14,0,0.489069253
4950,4.950947,7,0,0.489069253
4951,4.951917,7,0,0.489069253
4952,4.952718,82,0,0.489069253
4953,4.953675,82,0,0.489069253
4954,4.954947,14,0,0.489069253
4955,4.955748,14,0,0.489069253
4956,4.957001,-45,0,0.489069253
4957,4.957889,-45,0,0.489069253
4958,4.958690,-52,0,0.489069253
4959,4.959939,-52,0,0.489069253
4960,4.960740,21,0,0.489069253
4961,4.961998,21,0,0.489069253
4962,4.962895,82,0,0.489069253
4963,4.963696,82,0,0.489069253
4964,4.965011,82,0,0.485361367
4965,4.965899,82,0,0.485361367
4966,4.966774,14,0,0.485361367
4967,4.967660,14,0,0.485361367
4968,4.968939,7,0,0.485361367
4969,4.969740,7,0,0.485361367
4970,4.970992,-120,0,0.485361367
4971,4.971895,-120,0,0.485361367
4972,4.972696,-120,0,0.485361367
4973,4.973934,-120,0,0.485361367
4974,4.974735,-59,0,0.485361367
4975,4.975987,-59,0,0.485361367
4976,4.976789,14,0,0.485361367
4977,4.977651,14,0,0.485361367
4978,4.979019,14,0,0.485361367
4979,4.979986,14,0,0.485361367
4980,4.980788,-52,0,0.485361367
4981,4.981650,-52,0,0.485361367
4982,4.982926,28,0,0.485361367
4983,4.983727,28,0,0.485361367
4984,4.984753,-45,0,0.485361367
4985,4.985642,-45,0,0.489013523
4986,4.986912,21,0,0.489013523
4987,4.987713,21,0,0.489013523
4988,4.988966,-52,0,0.489013523
4989,4.989767,-52,0,0.489013523
4990,4.990727,82,0,0.489013523
4991,4.992006,82,0,0.489013523
4992,4.992992,28,0,0.489013523
4993,4.993881,28,0,0.489013523
4994,4.994682,-52,0,0.489013523
4995,4.995926,-52,0,0.489013523
4996,4.996727,21,0,0.489013523
4997,4.997966,21,0,0.489013523
4998,4.998767,14,0,0.489013523
4999,4.999636,14,0,0.489013523
5000,5.000911,21,0,0.489013523
5001,5.001712,21,0,0.489013523
5002,5.002960,21,0,0.489013523
5003,5.003762,21,0,0.489013523
5004,5.004694,14,0,0.47905615
5005,5.005675,14,0,0.47905615
5006,5.006947,7,0,0.47905615
5007,5.007749,7,0,0.47905615
5008,5.009001,82,0,0.47905615
5009,5.009889,82,0,0.47905615
5010,5.010690,-45,0,0.47905615
5011,5.011945,-45,0,0.47905615
5012,5.012746,-52,0,0.47905615
5013,5.013993,-52,0,0.47905615
5014,5.014889,-45,0,0.47905615
5015,5.015691,-45,0,0.47905615
5016,5.016934,14,0,0.47905615
5017,5.017912,14,0,0.47905615
5018,5.018713,14,0,0.47905615
5019,5.019658,14,0,0.47905615
5020,5.020934,7,0,0.47905615
5021,5.021735,7,0,0.47905615
5022,5.022987,88,0,0.47905615
5023,5.023788,88,0,0.47905615
5024,5.024650,14,0,0.47905615
5025,5.025913,14,0,0.47905615
5026,5.026714,-52,-3,0.47905615
5027,5.027966,-52,-3,0.47905615
5028,5.028767,7,-3,0.47905615
5029,5.029636,7,-3,0.47905615
5030,5.030911,7,0,0.47905615
5031,5.031772,7,0,0.47905615
5032,5.032665,21,0,0.47905615
5033,5.033661,21,0,0.47905615
5034,5.034934,-45,0,0.47905615
5035,5.035735,-45,0,0.47905615
5036,5.036987,-52,0,0.47905615
5037,5.037789,-52,0,0.47905615
5038,5.038651,14,0,0.47905615
5039,5.039912,14,0,0.47905615
5040,5.040714,21,0,0.47905615
5041,5.041972,21,0,0.47905615
5042,5.042773,14,0,0.47905615
5043,5.043641,14,0,0.47905615
5044,5.045006,-52,0,0.47905615
5045,5.045993,-52,0,0.47905615
5046,5.046882,14,0,0.47905615
5047,5.047922,14,0,0.47905615
5048,5.048723,-52,0,0.47905615
5049,5.049974,-52,0,0.47905615
5050,5.050776,14,0,0.47905615
5051,5.051632,14,0,0.47905615
5052,5.052912,14,2,0.47905615
5053,5.053713,14,2,0.47905615
5054,5.054966,-54,8,0.47905615
5055,5.055767,-54,8,0.47905615
5056,5.056636,-54,8,0.47905615
5057,5.058006,-54,8,0.47905615
5058,5.058974,-55,10,0.47905615
5059,5.059776,-55,10,0.47905615
5060,5.060633,14,16,0.47905615
5061,5.061908,84,14,0.473331064
5062,5.062710,84,14,0.473331064
5063,5.063953,-56,12,0.473331064
5064,5.064754,-56,12,0.473331064
5065,5.065623,-56,12,0.473331064
5066,5.066897,31,12,0.477996349
5067,5.067698,31,12,0.477996349
5068,5.069047,14,6,0.477996349
5069,5.069926,14,-3,0.477996349
5070,5.070905,14,-3,0.477996349
5071,5.071706,14,-3,0.477996349
5072,5.072960,14,-5,0.477996349
5073,5.073762,29,-9,0.477996349
5074,5.075000,29,-9,0.477996349
5075,5.075889,14,-11,0.477996349
5076,5.076690,14,-11,0.477996349
5077,5.077939,14,-9,0.477996349
5078,5.078740,14,-9,0.477996349
5079,5.079992,14,-9,0.477996349
5080,5.080889,14,-9,0.477996349
5081,5.081690,27,-5,0.477996349
5082,5.082639,27,-5,0.477996349
5083,5.083993,-70,2,0.477996349
5084,5.084881,-70,2,0.477996349
5085,5.085683,-72,8,0.477996349
5086,5.086926,-72,8,0.477996349
5087,5.087727,-40,12,0.477996349
5088,5.088966,-40,12,0.488121897
5089,5.089767,32,14,0.488121897
5090,5.090637,32,14,0.488121897
5091,5.091917,-58,14,0.488121897
5092,5.092718,-58,14,0.488121897
5093,5.093961,13,16,0.488121897
5094,5.094762,13,16,0.488121897
5095,5.095721,-11,16,0.488121897
5096,5.096686,-11,16,0.488121897
5097,5.097961,-34,16,0.488121897
5098,5.099011,-34,16,0.488121897
5099,5.099898,69,18,0.488121897
5100,5.100700,69,18,0.488121897
5101,5.101958,42,20,0.488121897
5102,5.102759,42,20,0.488121897
5103,5.103623,106,27,0.488121897
5104,5.104897,106,27,0.488121897
5105,5.105698,-63,35,0.488121897
5106,5.106947,-63,35,0.495388031
5107,5.107748,-22,41,0.495388031
5108,5.108682,-22,41,0.495388031
5109,5.109662,-63,48,0.495388031
5110,5.110934,-63,48,0.495388031
5111,5.111735,59,52,0.495388031
5112,5.112987,59,52,0.495388031
5113,5.113788,-8,52,0.495388031
5114,5.114651,-8,52,0.495388031
5115,5.115913,-52,48,0.495388031
5116,5.116714,-52,48,0.495388031
5117,5.117966,-2,37,0.495388031
5118,5.118767,-2,37,0.495388031
5119,5.119636,133,29,0.495388031
5120,5.120992,133,29,0.495388031
5121,5.121975,-60,27,0.495388031
5122,5.122776,-60,27,0.495388031
5123,5.123803,5,27,0.495388031
5124,5.124679,5,27,0.495388031
5125,5.125712,3,25,0.495388031
5126,5.126987,3,25,0.491877317
5127,5.128023,-57,27,0.491877317
5128,5.128903,-57,27,0.491877317
5129,5.129978,-56,27,0.491877317
5130,5.130779,-56,27,0.491877317
5131,5.131774,16,29,0.491877317
5132,5.132677,16,29,0.491877317
5133,5.133734,-53,29,0.491877317
5134,5.134827,-53,29,0.491877317
5135,5.135703,0,29,0.491877317
5136,5.136733,0,29,0.491877317
5137,5.137804,-1,27,0.491877317
5138,5.138679,-1,27,0.491877317
5139,5.139661,-1,23,0.491877317
5140,5.141022,-1,23,0.491877317
5141,5.141908,-2,23,0.491877317
5142,5.142710,-2,23,0.491877317
5143,5.143953,28,25,0.491877317
5144,5.144754,28,25,0.491877317
5145,5.145623,-77,33,0.491877317
5146,5.146897,-77,33,0.491877317
5147,5.147698,-152,43,0.491877317
5148,5.148947,-152,43,0.494086415
5149,5.149749,-80,56,0.494086415
5150,5.151001,-80,56,0.494086415
5151,5.151895,-7,64,0.494086415
5152,5.152696,-7,64,0.494086415
5153,5.153641,-65,64,0.494086415
5154,5.154998,-65,64,0.494086415
5155,5.155886,-17,64,0.494086415
5156,5.156950,-17,64,0.494086415
5157,5.157751,53,62,0.494086415
5158,5.159001,53,62,0.494086415
5159,5.159889,-12,60,0.494086415
5160,5.160690,-12,60,0.494086415
5161,5.161945,0,58,0.494086415
5162,5.162747,0,58,0.494086415
5163,5.163993,3,48,0.494086415
5164,5.164889,3,48,0.494086415
5165,5.165691,58,29,0.494086415
5166,5.166644,58,29,0.494086415
5167,5.168000,129,12,0.48075372
5168,5.168889,129,12,0.48075372
5169,5.169690,58,0,0.48075372
5170,5.170939,58,0,0.48075372
5171,5.171740,41,-13,0.48075372
5172,5.172992,41,-13,0.48075372
5173,5.173889,113,-24,0.48075372
5174,5.174691,113,-24,0.48075372
5175,5.175934,56,-28,0.48075372
5176,5.176735,56,-28,0.48075372
5177,5.177988,115,-28,0.48075372
5178,5.178789,115,-28,0.48075372
5179,5.179746,-12,-28,0.48075372
5180,5.180633,-12,-28,0.48075372
5181,5.182011,-11,-26,0.48075372
5182,5.182906,-11,-24,0.48075372
5183,5.183708,-11,-24,0.48075372
5184,5.184947,53,-19,0.48075372
5185,5.185749,53,-19,0.48075372
5186,5.187000,-11,-11,0.48075372
5187,5.187889,-11,-11,0.495346338
5188,5.188690,-11,-11,0.495346338
5189,5.189939,54,-5,0.495346338
5190,5.190740,245,-5,0.495346338
5191,5.191998,245,0,0.495346338
5192,5.192895,-75,2,0.495346338
5193,5.193765,-75,2,0.495346338
5194,5.194647,-75,2,0.495346338
5195,5.196019,-11,6,0.495346338
5196,5.196911,-11,8,0.495346338
5197,5.197712,-11,8,0.495346338
5198,5.198961,-12,8,0.495346338
5199,5.199762,-12,8,0.495346338
5200,5.200624,-8,8,0.495346338
5201,5.201909,-8,8,0.495346338
5202,5.202710,-73,6,0.495346338
5203,5.203953,-73,6,0.495346338
5204,5.204754,-207,6,0.495346338
5205,5.205623,-207,6,0.495346338
5206,5.206897,49,6,0.495346338
5207,5.207765,49,6,0.495346338
5208,5.208646,-12,2,0.500781298
5209,5.210019,-12,2,0.500781298
5210,5.211079,-61,-3,0.500781298
5211,5.211971,-61,-3,0.500781298
5212,5.212773,55,-5,0.500781298
5213,5.213641,55,-5,0.500781298
5214,5.214921,-6,-3,0.500781298
5215,5.215722,-6,-3,0.500781298
5216,5.216974,49,-7,0.500781298
5217,5.217775,49,-7,0.500781298
5218,5.218633,-12,-5,0.500781298
5219,5.219903,-12,-5,0.500781298
5220,5.220704,-12,-3,0.500781298
5221,5.221646,-12,-3,0.500781298
5222,5.223019,-16,-3,0.500781298
5223,5.223911,-16,-3,0.500781298
5224,5.224712,-12,-3,0.500781298
5225,5.225961,-12,-3,0.500781298
5226,5.226762,54,-5,0.500781298
5227,5.227624,54,-5,0.500781298
5228,5.228903,-15,-5,0.492756814
5229,5.229704,-15,-5,0.492756814
5230,5.230952,-8,-3,0.492756814
5231,5.231754,-8,-3,0.492756814
5232,5.232628,50,-3,0.492756814
5233,5.233907,50,-3,0.492756814
5234,5.234789,-12,-3,0.492756814
5235,5.235677,-12,-3,0.492756814
5236,5.236674,-11,-3,0.492756814
5237,5.237947,-11,-3,0.492756814
5238,5.238749,-15,2,0.492756814
5239,5.240001,-15,2,0.492756814
5240,5.240889,-12,2,0.492756814
5241,5.241690,-12,2,0.492756814
5242,5.242939,54,0,0.492756814
5243,5.243740,54,0,0.492756814
5244,5.244992,-12,0,0.492756814
5245,5.245889,-12,0,0.492756814
5246,5.246690,50,0,0.492756814
5247,5.247934,50,0,0.492756814
5248,5.248911,-12,0,0.492756814
5249,5.249891,-12,0,0.492756814
5250,5.250692,-12,0,0.492756814
5251,5.251945,-12,0,0.492756814
5252,5.252746,-8,0,0.492756814
5253,5.253993,-8,0,0.48408106
5254,5.254889,-15,0,0.48408106
5255,5.255691,-15,0,0.48408106
5256,5.256934,-15,-3,0.48408106
5257,5.257735,-15,-3,0.48408106
5258,5.258987,-12,-3,0.48408106
5259,5.259959,-12,-3,0.48408106
5260,5.260760,52,-5,0.48408106
5261,5.261715,52,-5,0.48408106
5262,5.262987,-6,-7,0.48408106
5263,5.263788,-6,-7,0.48408106
5264,5.264817,54,-3,0.48408106
5265,5.265693,54,-3,0.48408106
5266,5.266965,-12,2,0.48408106
5267,5.267767,-12,2,0.48408106
5268,5.268636,-16,6,0.48408106
5269,5.269911,-16,6,0.48408106
5270,5.270712,-12,4,0.479448467
5271,5.272064,-12,4,0.479448467
5272,5.272952,-6,4,0.479448467
5273,5.273925,-6,4,0.479448467
5274,5.274726,-12,4,0.479448467
5275,5.275974,-12,4,0.479448467
5276,5.276775,-6,4,0.479448467
5277,5.277633,-6,4,0.479448467
5278,5.278903,-6,-3,0.479448467
5279,5.279704,-6,-3,0.479448467
5280,5.280952,45,-7,0.479448467
5281,5.281754,45,-7,0.479448467
5282,5.282629,-73,-5,0.479448467
5283,5.283906,-73,-5,0.479448467
5284,5.284708,-12,-3,0.479448467
5285,5.285648,-12,-3,0.479448467
5286,5.286985,-16,-3,0.479448467
5287,5.287786,-16,-3,0.479448467
5288,5.288648,-78,0,0.479448467
5289,5.289913,-78,0,0.479448467
5290,5.290714,-12,0,0.496156663
5291,5.291971,-12,0,0.496156663
5292,5.292772,50,0,0.496156663
5293,5.293641,50,0,0.496156663
5294,5.294920,-8,0,0.496156663
5295,5.295722,-8,0,0.496156663
5296,5.297044,54,-3,0.496156663
5297,5.297926,54,-3,0.496156663
5298,5.298898,112,-5,0.496156663
5299,5.299699,112,-5,0.496156663
5300,5.300947,-70,-5,0.496156663
5301,5.301749,-70,-5,0.496156663
5302,5.303000,-8,-3,0.496156663
5303,5.303889,50,-3,0.496156663
5304,5.304690,50,-3,0.496156663
5305,5.305939,-9,-3,0.496156663
5306,5.306741,-9,-3,0.496156663
5307,5.307992,-9,-3,0.496156663
5308,5.308889,-9,-3,0.496156663
5309,5.309771,-9,-3,0.496156663
5310,5.310660,-9,-3,0.496156663
5311,5.311637,-9,-3,0.484180838
5312,5.312911,-74,-3,0.484180838
5313,5.313712,-74,-3,0.484180838
5314,5.314960,52,-3,0.484180838
5315,5.315762,-9,-3,0.484180838
5316,5.316778,-9,-3,0.484180838
5317,5.317660,-9,-3,0.484180838
5318,5.318939,52,-3,0.484180838
5319,5.319740,-11,-3,0.484180838
5320,5.320992,-11,-3,0.484180838
5321,5.321962,-135,-3,0.484180838
5322,5.322763,-135,-3,0.484180838
5323,5.323721,52,0,0.484180838
5324,5.324987,52,0,0.484180838
5325,5.325789,-13,0,0.484180838
5326,5.326650,-13,0,0.484180838
5327,5.327913,-11,0,0.484180838
5328,5.328714,-11,0,0.484180838
5329,5.329966,52,-5,0.484180838
5330,5.330767,52,-5,0.484180838
5331,5.331636,-11,-7,0.484180838
5332,5.332911,-11,-7,0.484180838
5333,5.333712,53,-7,0.484180838
5334,5.334650,53,-7,0.484180838
5335,5.335932,53,-7,0.484180838
5336,5.336897,53,-7,0.484180838
5337,5.337698,-11,-5,0.484180838
5338,5.338701,-11,-5,0.484180838
5339,5.340096,-11,-5,0.484180838
5340,5.340979,-11,-5,0.484180838
5341,5.341780,-11,-5,0.484180838
5342,5.342817,-11,-5,0.484180838
5343,5.343899,-11,-5,0.484180838
5344,5.344700,-11,-5,0.484180838
5345,5.345704,-11,-3,0.488299131
5346,5.346767,-11,-3,0.488299131
5347,5.347655,-12,-3,0.488299131
5348,5.348746,-12,-3,0.488299131
5349,5.349713,-76,-3,0.488299131
5350,5.350987,-76,-3,0.488299131
5351,5.351969,-11,-3,0.488299131
5352,5.352992,-11,-3,0.488299131
5353,5.353881,-7,-3,0.488299131
5354,5.354956,-7,-3,0.488299131
5355,5.355757,52,-3,0.488299131
5356,5.357001,52,-3,0.488299131
5357,5.357889,-79,-3,0.488299131
5358,5.358690,-79,-3,0.488299131
5359,5.359939,52,-3,0.488299131
5360,5.360740,52,-3,0.488299131
5361,5.361998,-10,-5,0.488299131
5362,5.362895,-10,-5,0.488299131
5363,5.363774,-15,-7,0.488299131
5364,5.364660,-15,-7,0.488299131
5365,5.365662,56,-9,0.488299131
5366,5.366934,56,-9,0.488299131
5367,5.367735,-17,-9,0.488299131
5368,5.368987,-17,-9,0.488299131
5369,5.369789,51,-9,0.488299131
5370,5.370651,51,-9,0.488299131
5371,5.371918,-9,-11,0.488299131
5372,5.372719,-9,-11,0.488299131
5373,5.373966,247,-11,0.488299131
5374,5.374767,247,-11,0.488299131
5375,5.375714,-78,-13,0.488299131
5376,5.376987,-78,-13,0.488299131
5377,5.377974,60,-13,0.479017943
5378,5.379009,60,-13,0.479017943
5379,5.379889,-8,-17,0.479017943
5380,5.380690,-8,-17,0.479017943
5381,5.381945,133,-21,0.479017943
5382,5.382746,133,-21,0.479017943
5383,5.383993,-7,-24,0.479017943
5384,5.384889,-7,-24,0.479017943
5385,5.385691,43,-26,0.479017943
5386,5.386934,43,-26,0.479017943
5387,5.387735,-6,-28,0.479017943
5388,5.388692,-6,-28,0.479017943
5389,5.389961,-6,-28,0.479017943
5390,5.390949,-6,-28,0.479017943
5391,5.391751,-109,-26,0.479017943
5392,5.393000,-109,-26,0.479017943
5393,5.393889,-5,-24,0.479017943
5394,5.394691,-5,-24,0.479017943
5395,5.395939,36,-19,0.479017943
5396,5.396740,36,-19,0.474761039
5397,5.397992,35,-13,0.474761039
5398,5.398889,35,-13,0.474761039
5399,5.399690,-4,-9,0.474761039
5400,5.400934,-4,-9,0.474761039
5401,5.401735,-147,-5,0.474761039
5402,5.402680,-147,-5,0.474761039
5403,5.403642,-4,-3,0.474761039
5404,5.404920,-4,-3,0.474761039
5405,5.405722,1,-3,0.474761039
5406,5.406974,1,-3,0.474761039
5407,5.407775,-78,2,0.474761039
5408,5.408633,-78,2,0.474761039
5409,5.409903,-4,0,0.474761039
5410,5.410704,-4,0,0.474761039
5411,5.411958,69,-3,0.474761039
5412,5.412760,69,-3,0.474761039
5413,5.413623,-78,0,0.474761039
5414,5.414992,-78,0,0.474761039
5415,5.415975,-112,0,0.474761039
5416,5.416776,-112,0,0.474761039
5417,5.417633,-4,0,0.488194525
5418,5.418902,-4,0,0.488194525
5419,5.419704,-78,0,0.488194525
5420,5.420952,-78,0,0.488194525
5421,5.421754,-4,0,0.488194525
5422,5.422628,-4,0,0.488194525
5423,5.423907,-4,0,0.488194525
5424,5.424708,-4,0,0.488194525
5425,5.425948,28,0,0.488194525
5426,5.426912,-4,0,0.488194525
5427,5.427783,-4,0,0.488194525
5428,5.428668,-4,0,0.488194525
5429,5.429722,-78,0,0.488194525
5430,5.431001,69,0,0.488194525
5431,5.431894,69,0,0.488194525
5432,5.432696,69,0,0.488194525
5433,5.433940,-4,0,0.488194525
5434,5.434741,-4,0,0.488194525
5435,5.435992,-4,0,0.488194525
5436,5.436889,69,0,0.488194525
5437,5.437690,69,0,0.500851274
5438,5.439070,69,0,0.500851274
5439,5.439952,69,0,0.500851274
5440,5.440934,-79,0,0.500851274
5441,5.441735,-79,0,0.500851274
5442,5.442987,-5,0,0.500851274
5443,5.443788,-5,0,0.500851274
5444,5.444650,-5,0,0.500851274
5445,5.445913,-5,0,0.500851274
5446,5.446714,68,0,0.500851274
5447,5.447966,68,0,0.500851274
5448,5.448767,-111,0,0.500851274
5449,5.449636,-111,0,0.500851274
5450,5.450911,-46,2,0.500851274
5451,5.451782,-46,2,0.500851274
5452,5.452766,-5,2,0.500851274
5453,5.453646,-5,2,0.500851274
5454,5.454912,36,2,0.500851274
5455,5.455714,36,2,0.500851274
5456,5.456966,26,2,0.466589928
5457,5.457767,26,2,0.466589928
5458,5.458637,68,2,0.466589928
5459,5.459911,68,2,0.466589928
5460,5.460712,-5,2,0.466589928
5461,5.461966,-5,2,0.466589928
5462,5.462768,-36,2,0.466589928
5463,5.463642,-36,2,0.466589928
5464,5.464992,-36,2,0.466589928
5465,5.465979,-36,2,0.466589928
5466,5.466780,68,2,0.466589928
5467,5.467641,68,2,0.466589928
5468,5.468912,98,2,0.466589928
5469,5.469714,98,2,0.466589928
5470,5.470966,-5,2,0.466589928
5471,5.471767,-5,2,0.466589928
5472,5.472642,68,2,0.466589928
5473,5.473911,68,2,0.466589928
5474,5.474713,68,2,0.466589928
5475,5.476073,68,2,0.466589928
5476,5.476952,68,2,0.466589928
5477,5.477937,68,2,0.466589928
5478,5.478738,-79,2,0.466589928
5479,5.479987,-79,2,0.470677972
5480,5.480789,-5,2,0.470677972
5481,5.481651,-5,2,0.470677972
5482,5.482925,-5,2,0.470677972
5483,5.483727,-5,2,0.470677972
5484,5.484763,-5,2,0.470677972
5485,5.485646,-5,2,0.470677972
5486,5.486912,39,2,0.470677972
5487,5.487714,39,2,0.470677972
5488,5.489034,22,2,0.470677972
5489,5.489913,22,2,0.470677972
5490,5.490788,-6,2,0.470677972
5491,5.491676,-6,2,0.470677972
5492,5.492952,67,2,0.470677972
5493,5.493753,67,2,0.470677972
5494,5.494623,-80,2,0.470677972
5495,5.495897,-80,2,0.470677972
5496,5.496698,-33,2,0.470677972
5497,5.497948,-33,2,0.487276614
5498,5.498749,-33,2,0.487276614
5499,5.500001,-33,2,0.487276614
5500,5.500889,66,2,0.487276614
5501,5.501690,66,2,0.487276614
5502,5.502643,-79,4,0.487276614
5503,5.503999,-79,4,0.487276614
5504,5.504887,-215,4,0.487276614
5505,5.505688,-215,4,0.487276614
5506,5.506939,-6,0,0.487276614
5507,5.507740,-6,0,0.487276614
5508,5.508992,-32,-3,0.487276614
5509,5.509889,-32,-3,0.487276614
5510,5.510690,-6,-3,0.487276614
5511,5.511940,-6,-3,0.487276614
5512,5.512741,-79,-3,0.487276614
5513,5.513988,-79,-3,0.487276614
5514,5.514789,66,-3,0.487276614
5515,5.515745,66,-3,0.487276614
5516,5.516633,41,-3,0.487276614
5517,5.518019,41,-3,0.487276614
5518,5.518911,-6,0,0.486439019
5519,5.519712,-6,0,0.486439019
5520,5.520961,41,0,0.486439019
5521,5.521762,41,0,0.486439019
5522,5.522630,-6,0,0.486439019
5523,5.523903,-6,0,0.486439019
5524,5.524704,92,0,0.486439019
5525,5.525952,92,0,0.486439019
5526,5.526754,-6,0,0.486439019
5527,5.527623,-6,0,0.486439019
5528,5.528992,-54,0,0.486439019
5529,5.529980,-54,0,0.486439019
5530,5.530781,66,0,0.486439019
5531,5.531641,66,0,0.486439019
5532,5.532926,41,0,0.486439019
5533,5.533727,41,0,0.486439019
5534,5.534966,-32,0,0.486439019
5535,5.535767,-32,0,0.486439019
5536,5.536636,-79,0,0.486439019
5537,5.537687,-79,0,0.486779362
5538,5.538960,66,0,0.486779362
5539,5.539762,66,0,0.486779362
5540,5.541014,-6,0,0.486779362
5541,5.541975,-6,0,0.486779362
5542,5.542939,19,0,0.486779362
5543,5.543740,19,0,0.486779362
5544,5.544987,66,0,0.486779362
